timestamp,latitude,longitude,x,y,velocity_x,velocity_y,time_seconds
1418381165700159,51.760608,-1.261347,0.0,0.0,-0.003987,0.007801,12.399807
1418381165900159,51.760609,-1.261347,0.0,0.11119492708422385,-0.003965,0.007754,12.599807
1418381166100160,51.760609,-1.261347,0.0,0.11119492708422385,-0.004537,0.007854,12.799808
1418381166300160,51.760609,-1.261347,0.0,0.11119492708422385,-0.004345,0.008172,12.999808
1418381166500161,51.760609,-1.261347,0.0,0.11119492708422385,-0.003863,0.007572,13.199809
1418381166700162,51.760609,-1.261347,0.0,0.11119492708422385,-0.003779,0.007705,13.39981
1418381166900162,51.760609,-1.261347,0.0,0.11119492708422385,-0.004392,0.008206,13.59981
1418381167100163,51.760609,-1.261347,0.0,0.11119492708422385,-0.004825,0.009099,13.799811
1418381167300164,51.760609,-1.261347,0.0,0.11119492708422385,-0.005208,0.009271,13.999812
1418381167500164,51.760609,-1.261347,0.0,0.11119492708422385,-0.004661,0.008237,14.199812
1418381167700165,51.760609,-1.261347,0.0,0.11119492708422385,-0.004891,0.00804,14.399813
1418381167900165,51.760609,-1.261347,0.0,0.11119492708422385,-0.004857,0.008082,14.599813
1418381168100166,51.760609,-1.261347,0.0,0.11119492708422385,-0.005299,0.00775,14.799814
1418381168300167,51.760609,-1.261347,0.0,0.11119492708422385,-0.006,0.008119,14.999815
1418381168500167,51.760609,-1.261347,0.0,0.11119492708422385,-0.005784,0.007455,15.199815
1418381168700168,51.760609,-1.261347,0.0,0.11119492708422385,-0.005999,0.008177,15.399816
1418381168900168,51.760609,-1.261347,0.0,0.11119492708422385,-0.006661,0.008622,15.599816
1418381169100169,51.760609,-1.261347,0.0,0.11119492708422385,-0.006914,0.009409,15.799817
1418381169300170,51.760609,-1.261347,0.0,0.11119492708422385,-0.007192,0.008866,15.999818
1418381169500170,51.760609,-1.261347,0.0,0.11119492708422385,-0.006356,0.008654,16.199818
1418381169700171,51.760609,-1.261347,0.0,0.11119492708422385,-0.006453,0.00904,16.399819
1418381169900172,51.760609,-1.261347,0.0,0.11119492708422385,-0.006668,0.008642,16.59982
1418381170100172,51.760609,-1.261347,0.0,0.11119492708422385,-0.00713,0.008812,16.79982
1418381170300173,51.760609,-1.261347,0.0,0.11119492708422385,-0.007298,0.009502,16.999821
1418381170500173,51.760609,-1.261347,0.0,0.11119492708422385,-0.007378,0.008535,17.199821
1418381170700174,51.760609,-1.261347,0.0,0.11119492708422385,-0.007426,0.008417,17.399822
1418381170900175,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.007074,0.00849,17.599823
1418381171100175,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.007616,0.008478,17.799823
1418381171300142,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.00776,0.00917,17.99979
1418381171500142,51.760609,-1.261347,0.0,0.11119492708422385,-0.007705,0.007827,18.19979
1418381171700108,51.760609,-1.261347,0.0,0.11119492708422385,-0.007425,0.007965,18.399756
1418381171900108,51.760609,-1.261347,0.0,0.11119492708422385,-0.007903,0.008136,18.599756
1418381172100109,51.760609,-1.261347,0.0,0.11119492708422385,-0.008044,0.008962,18.799757
1418381172300109,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.008462,0.009257,18.999757
1418381172500110,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.00769,0.007922,19.199758
1418381172700110,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.008006,0.008273,19.399758
1418381172900111,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.007298,0.008748,19.599759
1418381173100111,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.007678,0.008796,19.799759
1418381173300112,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.007419,0.009126,19.99976
1418381173500113,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.006482,0.006599,20.199761
1418381173700113,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.00689,0.006647,20.399761
1418381173900114,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.006445,0.00649,20.599762
1418381174100114,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.006977,0.006168,20.799762
1418381174300115,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.006769,0.006097,20.999763
1418381174500115,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.006249,0.005079,21.199763
1418381174700116,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.006075,0.005946,21.399764
1418381174900116,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.006175,0.005179,21.599764
1418381175100117,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.005643,0.005677,21.799765
1418381175300118,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.004777,0.005702,21.999766
1418381175500118,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.002557,0.005084,22.199766
1418381175700119,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.003525,0.005233,22.399767
1418381175900119,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.002636,0.004736,22.599767
1418381176100120,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.002503,0.004341,22.799768
1418381176300120,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.001967,0.004576,22.999768
1418381176500121,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.000805,0.003375,23.199769
1418381176700121,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.000759,0.003789,23.399769
1418381176900122,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.001152,0.002751,23.59977
1418381177100123,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.000393,0.003444,23.799771
1418381177300123,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.000415,0.003149,23.999771
1418381177500124,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-9.7e-05,0.00311,24.199772
1418381177700124,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.000309,0.002747,24.399772
1418381177900125,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.000257,0.003452,24.599773
1418381178100125,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.000532,0.003341,24.799773
1418381178300126,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.00087,0.004641,24.999774
1418381178500126,51.760609,-1.261346,0.06882393766124828,0.11119492708422385,-0.00104,0.004321,25.199774
1418381178700127,51.760609,-1.261345,0.13764787534985884,0.11119492708422385,-0.001211,0.005457,25.399775
1418381178900128,51.760609,-1.261345,0.13764787534985884,0.11119492708422385,-0.001472,0.006097,25.599776
1418381179100128,51.760609,-1.261345,0.13764787534985884,0.11119492708422385,-0.000808,0.006379,25.799776
1418381179300129,51.760609,-1.261345,0.13764787534985884,0.11119492708422385,-0.000516,0.007397,25.999777
1418381179500129,51.760609,-1.261345,0.13764787534985884,0.11119492708422385,-0.000151,0.006099,26.199777
1418381179700130,51.760609,-1.261345,0.13764787534985884,0.11119492708422385,1e-06,0.007256,26.399778
1418381179900130,51.760609,-1.261345,0.13764787534985884,0.11119492708422385,0.000465,0.007774,26.599778
1418381180100131,51.760609,-1.261345,0.13764787534985884,0.11119492708422385,0.000342,0.00865,26.799779
1418381180300131,51.760609,-1.261345,0.13764787534985884,0.11119492708422385,0.000484,0.008806,26.999779
1418381180500132,51.760609,-1.261345,0.13764787534985884,0.11119492708422385,0.000457,0.007756,27.19978
1418381180700133,51.760611,-1.261343,0.2752957506997177,0.33358477983802537,-0.000356,0.007799,27.399781
1418381180900133,51.760611,-1.261343,0.2752957506997177,0.33358477983802537,-0.000574,0.007612,27.599781
1418381181100134,51.760611,-1.261343,0.2752957506997177,0.33358477983802537,-5.4e-05,0.007103,27.799782
1418381181300134,51.760611,-1.261343,0.2752957506997177,0.33358477983802537,-6.4e-05,0.007361,27.999782
1418381181500135,51.760611,-1.261343,0.2752957506997177,0.33358477983802537,0.000312,0.005902,28.199783
1418381181700135,51.760611,-1.261343,0.2752957506997177,0.33358477983802537,0.000207,0.005866,28.399783
1418381181900136,51.760611,-1.261343,0.2752957506997177,0.33358477983802537,0.000276,0.006599,28.599784
1418381182100136,51.760611,-1.261343,0.2752957506997177,0.33358477983802537,3.7e-05,0.006283,28.799784
1418381182300137,51.760611,-1.261343,0.2752957506997177,0.33358477983802537,0.000299,0.006787,28.999785
1418381182500138,51.760611,-1.261343,0.2752957506997177,0.33358477983802537,-0.000233,0.006445,29.199786
1418381182700138,51.760611,-1.261343,0.2752957506997177,0.33358477983802537,-0.000287,0.006581,29.399786
1418381182900139,51.760611,-1.261343,0.2752957506997177,0.33358477983802537,-0.000188,0.006482,29.599787
1418381183100139,51.760611,-1.261343,0.2752957506997177,0.33358477983802537,-0.000962,0.007373,29.799787
1418381183300140,51.760611,-1.261343,0.2752957506997177,0.33358477983802537,0.000392,0.007029,29.999788
1418381183500140,51.760611,-1.261343,0.2752957506997177,0.33358477983802537,-0.000851,0.005482,30.199788
1418381183700141,51.760611,-1.261343,0.2752957506997177,0.33358477983802537,-0.000924,0.004809,30.399789
1418381183900141,51.760611,-1.261343,0.2752957506997177,0.33358477983802537,-0.001301,0.004644,30.599789
1418381184100142,51.760611,-1.261343,0.2752957506997177,0.33358477983802537,-0.001449,0.004527,30.79979
1418381184300143,51.760611,-1.261343,0.2752957506997177,0.33358477983802537,-0.001273,0.004266,30.999791
1418381184500143,51.760611,-1.261343,0.2752957506997177,0.33358477983802537,-0.001609,0.002764,31.199791
1418381184700144,51.760654,-1.26133,1.1700069404874816,5.114966626069251,-0.001224,0.004168,31.399792
1418381184900144,51.760654,-1.26133,1.1700069404874816,5.114966626069251,-0.00221,0.003279,31.599792
1418381185100145,51.760654,-1.26133,1.1700069404874816,5.114966626069251,-0.002407,0.003838,31.799793
1418381185300145,51.760654,-1.26133,1.1700069404874816,5.114966626069251,-0.00304,0.003679,31.999793
1418381185500146,51.760654,-1.26133,1.1700069404874816,5.114966626069251,-0.002524,0.002933,32.199794
1418381185700146,51.760613,-1.261342,0.3441196883746471,0.55597463329915,-0.002754,0.003506,32.399794
1418381185900147,51.760613,-1.261342,0.3441196883746471,0.55597463329915,-0.002604,0.002759,32.599795
1418381186100148,51.760614,-1.261342,0.3441196883746471,0.6671695596760507,-0.002866,0.00293,32.799796
1418381186300148,51.760614,-1.261342,0.3441196883746471,0.6671695596760507,-0.002541,0.002153,32.999796
1418381186500149,51.760614,-1.261342,0.3441196883746471,0.6671695596760507,-0.002478,0.002071,33.199797
1418381186700149,51.760614,-1.261342,0.3441196883746471,0.6671695596760507,-0.002604,0.001432,33.399797
1418381186900150,51.760614,-1.261342,0.3441196883746471,0.6671695596760507,-0.002467,0.001223,33.599798
1418381187100150,51.760614,-1.261342,0.3441196883746471,0.6671695596760507,-0.002167,0.001258,33.799798
1418381187300151,51.760614,-1.261342,0.3441196883746471,0.6671695596760507,-0.00224,0.001611,33.999799
1418381187500151,51.760614,-1.261342,0.3441196883746471,0.6671695596760507,-0.002638,-0.000222,34.199799
1418381187700152,51.760614,-1.261342,0.3441196883746471,0.6671695596760507,-0.001994,4.7e-05,34.3998
1418381187900079,51.760614,-1.261341,0.4129436260495766,0.6671695596760507,-0.00248,0.000286,34.599727
1418381188100079,51.760614,-1.261341,0.4129436260495766,0.6671695596760507,-0.002517,4e-06,34.799727
1418381188300080,51.760614,-1.261341,0.4129436260495766,0.6671695596760507,-0.002412,0.000518,34.999728
1418381188500080,51.760614,-1.261341,0.4129436260495766,0.6671695596760507,-0.00312,-6.2e-05,35.199728
1418381188700081,51.760614,-1.261341,0.4129436260495766,0.6671695596760507,-0.001459,0.001241,35.399729
1418381188900081,51.760614,-1.261341,0.4129436260495766,0.6671695596760507,-0.002376,0.000251,35.599729
1418381189100082,51.760614,-1.261341,0.4129436260495766,0.6671695596760507,-0.001283,0.001103,35.79973
1418381189300082,51.760614,-1.261341,0.4129436260495766,0.6671695596760507,-0.001424,5.7e-05,35.99973
1418381189500083,51.760614,-1.261341,0.4129436260495766,0.6671695596760507,-0.001285,0.000612,36.199731
1418381189700083,51.760614,-1.261341,0.4129436260495766,0.6671695596760507,-0.000893,0.00075,36.399731
1418381189900084,51.760614,-1.261341,0.4129436260495766,0.6671695596760507,-0.000968,0.000567,36.599732
1418381190100084,51.760614,-1.261341,0.4129436260495766,0.6671695596760507,-0.000503,0.000948,36.799732
1418381190300084,51.760614,-1.261341,0.4129436260495766,0.6671695596760507,-0.001145,0.001168,36.999732
1418381190500085,51.760614,-1.261341,0.4129436260495766,0.6671695596760507,-0.000274,0.001127,37.199733
1418381190700085,51.760614,-1.261341,0.4129436260495766,0.6671695596760507,-0.000547,0.000349,37.399733
1418381190900086,51.760614,-1.261341,0.4129436260495766,0.6671695596760507,-0.000813,0.000825,37.599734
1418381191100086,51.760614,-1.261341,0.4129436260495766,0.6671695596760507,-0.001227,0.000491,37.799734
1418381191300087,51.760614,-1.261341,0.4129436260495766,0.6671695596760507,-0.001511,0.000749,37.999735
1418381191500087,51.760614,-1.261341,0.4129436260495766,0.6671695596760507,-0.001986,0.000853,38.199735
1418381191700088,51.760613,-1.261342,0.3441196883746471,0.55597463329915,-0.00279,0.000766,38.399736
1418381191900088,51.760613,-1.261342,0.3441196883746471,0.55597463329915,-0.0033,0.000584,38.599736
1418381192100089,51.760613,-1.261342,0.3441196883746471,0.55597463329915,-0.00312,0.00016,38.799737
1418381192300089,51.760613,-1.261342,0.3441196883746471,0.55597463329915,-0.002802,-0.00047,38.999737
1418381192500090,51.760613,-1.261342,0.3441196883746471,0.55597463329915,-0.002445,-0.000348,39.199738
1418381192700090,51.760613,-1.261342,0.3441196883746471,0.55597463329915,-0.001705,-0.000309,39.399738
1418381192900091,51.760614,-1.261342,0.3441196883746471,0.6671695596760507,-0.002415,-0.000561,39.599739
1418381193100091,51.760613,-1.261342,0.3441196883746471,0.55597463329915,-0.002468,-0.00078,39.799739
1418381193300092,51.760613,-1.261341,0.4129436260495766,0.55597463329915,-0.001663,-0.001008,39.99974
1418381193500092,51.760613,-1.261341,0.4129436260495766,0.55597463329915,-0.001241,-0.00078,40.19974
1418381193700093,51.760613,-1.261341,0.4129436260495766,0.55597463329915,-0.001544,-0.001247,40.399741
1418381193900093,51.760613,-1.261341,0.4129436260495766,0.55597463329915,-0.000501,-0.001757,40.599741
1418381194100094,51.760613,-1.261341,0.4129436260495766,0.55597463329915,-0.000137,-0.001925,40.799742
1418381194300094,51.760613,-1.261341,0.4129436260495766,0.55597463329915,4.3e-05,-0.002482,40.999742
1418381194500095,51.760614,-1.261341,0.4129436260495766,0.6671695596760507,0.001446,-0.002329,41.199743
1418381194700095,51.760653,-1.26133,1.1700069404874816,5.003771698985027,0.001057,-0.003006,41.399743
1418381194900096,51.760653,-1.26133,1.1700069404874816,5.003771698985027,0.001602,-0.002444,41.599744
1418381195100096,51.760653,-1.26133,1.1700069404874816,5.003771698985027,0.002132,-0.00262,41.799744
1418381195300097,51.760653,-1.26133,1.1700069404874816,5.003771698985027,0.002869,-0.002949,41.999745
1418381195500097,51.760653,-1.26133,1.1700069404874816,5.003771698985027,0.002217,-0.002601,42.199745
1418381195700098,51.760653,-1.26133,1.1700069404874816,5.003771698985027,0.002769,-0.003242,42.399746
1418381195900098,51.760653,-1.26133,1.1700069404874816,5.003771698985027,0.003058,-0.003128,42.599746
1418381196100099,51.760653,-1.26133,1.1700069404874816,5.003771698985027,0.002926,-0.003209,42.799747
1418381196300099,51.760653,-1.26133,1.1700069404874816,5.003771698985027,0.003721,-0.003283,42.999747
1418381196500100,51.760652,-1.26133,1.1700069404874816,4.892576772608126,0.004148,-0.002235,43.199748
1418381196700100,51.760652,-1.26133,1.1700069404874816,4.892576772608126,0.005258,-0.002273,43.399748
1418381196900101,51.760652,-1.26133,1.1700069404874816,4.892576772608126,0.006026,-0.002388,43.599749
1418381197100101,51.760653,-1.26133,1.1700069404874816,5.003771698985027,0.006982,-0.002427,43.799749
1418381197300102,51.760652,-1.26133,1.1700069404874816,4.892576772608126,0.007463,-0.002417,43.99975
1418381197500102,51.760652,-1.26133,1.1700069404874816,4.892576772608126,0.007673,-0.001479,44.19975
1418381197700103,51.760652,-1.26133,1.1700069404874816,4.892576772608126,0.007873,-0.001812,44.399751
1418381197900103,51.760652,-1.26133,1.1700069404874816,4.892576772608126,0.008837,-0.00177,44.599751
1418381198100104,51.760652,-1.26133,1.1700069404874816,4.892576772608126,0.009052,-0.001738,44.799752
1418381198300104,51.760652,-1.26133,1.1700069404874816,4.892576772608126,0.009262,-0.001351,44.999752
1418381198500105,51.760652,-1.26133,1.1700069404874816,4.892576772608126,0.008499,-0.001408,45.199753
1418381198700105,51.760652,-1.26133,1.1700069404874816,4.892576772608126,0.008195,-0.001066,45.399753
1418381198900106,51.760652,-1.261331,1.101183002812552,4.892576772608126,0.007405,-0.000636,45.599754
1418381199100106,51.760652,-1.261331,1.101183002812552,4.892576772608126,0.007146,-0.000861,45.799754
1418381199300107,51.760652,-1.26133,1.1700069404874816,4.892576772608126,0.007635,0.000152,45.999755
1418381199500107,51.760652,-1.26133,1.1700069404874816,4.892576772608126,0.005992,0.000281,46.199755
1418381199700108,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.006043,0.000621,46.399756
1418381199900108,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.005957,0.00063,46.599756
1418381200100109,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.0061,0.001045,46.799757
1418381200300109,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.005387,0.001609,46.999757
1418381200500110,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.005151,0.001959,47.199758
1418381200700110,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.005277,0.002368,47.399758
1418381200900111,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.005217,0.002551,47.599759
1418381201100111,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.004603,0.001651,47.799759
1418381201300112,51.760631,-1.261336,0.7570633144379049,2.5574833130346253,0.004645,0.001115,47.99976
1418381201500112,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.003175,0.001016,48.19976
1418381201700113,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.003018,0.001125,48.399761
1418381201900113,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.003644,0.001179,48.599761
1418381202100114,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.003662,0.001723,48.799762
1418381202300114,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.003574,0.001873,48.999762
1418381202500115,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.003862,0.002166,49.199763
1418381202700115,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.003866,0.002339,49.399763
1418381202900116,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.004301,0.002524,49.599764
1418381203100116,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.004643,0.002467,49.799764
1418381203300117,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.004948,0.002501,49.999765
1418381203500117,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.00489,0.00224,50.199765
1418381203700118,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.004126,0.002835,50.399766
1418381203900118,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.004059,0.002515,50.599766
1418381204100119,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.004376,0.002628,50.799767
1418381204300119,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.004237,0.002659,50.999767
1418381204500120,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.003847,0.002934,51.199768
1418381204700120,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.003518,0.002726,51.399768
1418381204900121,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.003712,0.002881,51.599769
1418381205100121,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.004246,0.003521,51.799769
1418381205300122,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.004602,0.003855,51.99977
1418381205500122,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.003675,0.003977,52.19977
1418381205700069,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.003911,0.004873,52.399717
1418381205900069,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.003595,0.005044,52.599717
1418381206100069,51.760632,-1.261337,0.6882393767629754,2.668678240118849,0.003566,0.005688,52.799717
1418381206300070,51.760632,-1.261337,0.6882393767629754,2.668678240118849,0.003133,0.004979,52.999718
1418381206500070,51.760632,-1.261337,0.6882393767629754,2.668678240118849,0.00323,0.004429,53.199718
1418381206700071,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.003809,0.004534,53.399719
1418381206900071,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.004486,0.00465,53.599719
1418381207100072,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.004958,0.004373,53.79972
1418381207300072,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.005658,0.003692,53.99972
1418381207500073,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.004541,0.003053,54.199721
1418381207700073,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.004748,0.003395,54.399721
1418381207900073,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.005015,0.003093,54.599721
1418381208100074,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.005975,0.003836,54.799722
1418381208300074,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.005348,0.004401,54.999722
1418381208500075,51.760631,-1.261337,0.6882393767629754,2.5574833130346253,0.006176,0.002206,55.199723
1418381208700075,51.760632,-1.261337,0.6882393767629754,2.668678240118849,0.005651,0.002501,55.399723
1418381208900076,51.760632,-1.261337,0.6882393767629754,2.668678240118849,0.006465,0.002687,55.599724
